Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,IsArrDelayed,IsDepDelayed
1987,10,7,3,653,650,808,800,PS,1457,NA,75,70,NA,8,3,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,8,4,657,650,826,800,PS,1457,NA,89,70,NA,26,7,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,9,5,655,650,812,800,PS,1457,NA,77,70,NA,12,5,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,10,6,655,650,815,800,PS,1457,NA,80,70,NA,15,5,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,12,1,654,650,811,800,PS,1457,NA,77,70,NA,11,4,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,13,2,652,650,814,800,PS,1457,NA,82,70,NA,14,2,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,14,3,654,650,820,800,PS,1457,NA,86,70,NA,20,4,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,15,4,654,650,810,800,PS,1457,NA,76,70,NA,10,4,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,16,5,653,650,820,800,PS,1457,NA,87,70,NA,20,3,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,17,6,655,650,810,800,PS,1457,NA,75,70,NA,10,5,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,19,1,656,650,824,800,PS,1457,NA,88,70,NA,24,6,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,20,2,651,650,826,800,PS,1457,NA,95,70,NA,26,1,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,21,3,650,650,815,800,PS,1457,NA,85,70,NA,15,0,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,22,4,655,650,811,800,PS,1457,NA,76,70,NA,11,5,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,23,5,654,650,811,800,PS,1457,NA,77,70,NA,11,4,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,24,6,652,650,808,800,PS,1457,NA,76,70,NA,8,2,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,26,1,752,750,809,800,PS,1457,NA,77,70,NA,9,2,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,27,2,750,750,815,800,PS,1457,NA,85,70,NA,15,0,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,28,3,746,745,800,759,PS,1457,NA,74,74,NA,1,1,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,29,4,745,745,804,759,PS,1457,NA,79,74,NA,5,0,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,30,5,745,745,801,759,PS,1457,NA,76,74,NA,2,0,PHX,LAX,370,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,1,4,934,930,1044,1035,PS,1459,NA,70,65,NA,9,4,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,2,5,930,930,1038,1035,PS,1459,NA,68,65,NA,3,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,3,6,933,930,1042,1035,PS,1459,NA,69,65,NA,7,3,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,4,7,931,930,1041,1035,PS,1459,NA,70,65,NA,6,1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,5,1,931,930,1032,1035,PS,1459,NA,61,65,NA,-3,1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,YES
1987,10,6,2,958,930,1107,1035,PS,1459,NA,69,65,NA,32,28,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,10,6,930,930,1032,1035,PS,1459,NA,62,65,NA,-3,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,12,1,931,930,1055,1035,PS,1459,NA,84,65,NA,20,1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,13,2,938,930,1105,1035,PS,1459,NA,87,65,NA,30,8,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,14,3,942,930,1129,1035,PS,1459,NA,107,65,NA,54,12,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,15,4,932,930,1039,1035,PS,1459,NA,67,65,NA,4,2,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,16,5,931,930,1036,1035,PS,1459,NA,65,65,NA,1,1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,17,6,929,930,1035,1035,PS,1459,NA,66,65,NA,0,-1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,18,7,928,930,1033,1035,PS,1459,NA,65,65,NA,-2,-2,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,19,1,939,930,1049,1035,PS,1459,NA,70,65,NA,14,9,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,20,2,944,930,1052,1035,PS,1459,NA,68,65,NA,17,14,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,21,3,932,930,1034,1035,PS,1459,NA,62,65,NA,-1,2,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,YES
1987,10,22,4,929,930,1033,1035,PS,1459,NA,64,65,NA,-2,-1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,23,5,945,930,1111,1035,PS,1459,NA,86,65,NA,36,15,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,24,6,931,930,1042,1035,PS,1459,NA,71,65,NA,7,1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,25,7,930,930,1033,1035,PS,1459,NA,63,65,NA,-2,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,26,1,931,930,1046,1035,PS,1459,NA,75,65,NA,11,1,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,27,2,932,930,1033,1035,PS,1459,NA,61,65,NA,-2,2,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,YES
1987,10,28,3,930,930,1038,1040,PS,1459,NA,68,70,NA,-2,0,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,29,4,NA,930,NA,1040,PS,1459,NA,NA,70,NA,NA,NA,LAX,SFO,337,NA,NA,1,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,31,6,940,930,1045,1040,PS,1459,NA,65,70,NA,5,10,LAX,SFO,337,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,1,4,1127,1120,1253,1250,PS,1459,NA,86,90,NA,3,7,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,2,5,1124,1120,1252,1250,PS,1459,NA,88,90,NA,2,4,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,3,6,1120,1120,1250,1250,PS,1459,NA,90,90,NA,0,0,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,4,7,1120,1120,1250,1250,PS,1459,NA,90,90,NA,0,0,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,5,1,1128,1120,1252,1250,PS,1459,NA,84,90,NA,2,8,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,6,2,1128,1120,1254,1250,PS,1459,NA,86,90,NA,4,8,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,10,6,1119,1120,1302,1250,PS,1459,NA,103,90,NA,12,-1,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,12,1,1120,1120,1248,1250,PS,1459,NA,88,90,NA,-2,0,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,13,2,1123,1120,1259,1250,PS,1459,NA,96,90,NA,9,3,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,14,3,1153,1120,1321,1250,PS,1459,NA,88,90,NA,31,33,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,15,4,1122,1120,1256,1250,PS,1459,NA,94,90,NA,6,2,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,16,5,1124,1120,1254,1250,PS,1459,NA,90,90,NA,4,4,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,17,6,1120,1120,1255,1250,PS,1459,NA,95,90,NA,5,0,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,18,7,1120,1120,1244,1250,PS,1459,NA,84,90,NA,-6,0,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,19,1,1128,1120,1259,1250,PS,1459,NA,91,90,NA,9,8,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,20,2,1122,1120,1244,1250,PS,1459,NA,82,90,NA,-6,2,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,YES
1987,10,21,3,1120,1120,1245,1250,PS,1459,NA,85,90,NA,-5,0,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,22,4,1121,1120,1251,1250,PS,1459,NA,90,90,NA,1,1,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,23,5,1138,1120,1307,1250,PS,1459,NA,89,90,NA,17,18,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,24,6,1120,1120,1303,1250,PS,1459,NA,103,90,NA,13,0,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,25,7,1121,1120,1306,1250,PS,1459,NA,105,90,NA,16,1,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,26,1,1121,1120,1258,1250,PS,1459,NA,97,90,NA,8,1,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,27,2,1119,1120,1302,1250,PS,1459,NA,103,90,NA,12,-1,SFO,PDX,550,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,1,4,1830,1830,1936,1929,PS,1460,NA,66,59,NA,7,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,2,5,1837,1830,1950,1929,PS,1460,NA,73,59,NA,21,7,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,3,6,1829,1830,1926,1929,PS,1460,NA,57,59,NA,-3,-1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,4,7,1831,1830,1947,1929,PS,1460,NA,76,59,NA,18,1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,5,1,1830,1830,1944,1929,PS,1460,NA,74,59,NA,15,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,6,2,1829,1830,1942,1929,PS,1460,NA,73,59,NA,13,-1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,8,4,1842,1830,1950,1929,PS,1460,NA,68,59,NA,21,12,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,9,5,1830,1830,1941,1929,PS,1460,NA,71,59,NA,12,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,10,6,1828,1830,1931,1929,PS,1460,NA,63,59,NA,2,-2,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,11,7,1833,1830,1950,1929,PS,1460,NA,77,59,NA,21,3,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,13,2,1830,1830,1937,1929,PS,1460,NA,67,59,NA,8,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,14,3,1835,1830,1947,1929,PS,1460,NA,72,59,NA,18,5,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,15,4,1839,1830,1949,1929,PS,1460,NA,70,59,NA,20,9,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,17,6,1830,1830,1930,1929,PS,1460,NA,60,59,NA,1,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,18,7,1830,1830,1934,1929,PS,1460,NA,64,59,NA,5,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,19,1,1834,1830,1944,1929,PS,1460,NA,70,59,NA,15,4,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,20,2,1828,1830,1943,1929,PS,1460,NA,75,59,NA,14,-2,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,21,3,1829,1830,1938,1929,PS,1460,NA,69,59,NA,9,-1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,22,4,1844,1830,2023,1929,PS,1460,NA,99,59,NA,54,14,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,23,5,1834,1830,1944,1929,PS,1460,NA,70,59,NA,15,4,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,24,6,1829,1830,1928,1929,PS,1460,NA,59,59,NA,-1,-1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,25,7,1829,1830,1938,1929,PS,1460,NA,69,59,NA,9,-1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,26,1,1829,1830,1936,1929,PS,1460,NA,67,59,NA,7,-1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,28,3,1845,1846,2001,1949,PS,1460,NA,76,63,NA,12,-1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,29,4,1851,1846,1957,1949,PS,1460,NA,66,63,NA,8,5,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,30,5,1846,1846,1957,1949,PS,1460,NA,71,63,NA,8,0,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,31,6,1845,1846,1947,1949,PS,1460,NA,62,63,NA,-2,-1,OAK,BUR,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,1,4,1808,1800,1915,1901,PS,1463,NA,67,61,NA,14,8,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,2,5,1802,1800,1913,1901,PS,1463,NA,71,61,NA,12,2,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,3,6,1800,1800,1910,1901,PS,1463,NA,70,61,NA,9,0,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,4,7,1813,1800,1912,1901,PS,1463,NA,59,61,NA,11,13,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,5,1,1759,1800,1903,1901,PS,1463,NA,64,61,NA,2,-1,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,6,2,1800,1800,1902,1901,PS,1463,NA,62,61,NA,1,0,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,7,3,1759,1800,1906,1901,PS,1463,NA,67,61,NA,5,-1,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,8,4,1819,1800,1919,1901,PS,1463,NA,60,61,NA,18,19,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,9,5,1905,1800,2012,1901,PS,1463,NA,67,61,NA,71,65,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,10,6,1759,1800,1859,1901,PS,1463,NA,60,61,NA,-2,-1,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,11,7,1800,1800,1858,1901,PS,1463,NA,58,61,NA,-3,0,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,12,1,1759,1800,1906,1901,PS,1463,NA,67,61,NA,5,-1,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,13,2,1823,1800,1930,1901,PS,1463,NA,67,61,NA,29,23,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,14,3,1808,1800,1919,1901,PS,1463,NA,71,61,NA,18,8,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,15,4,1819,1800,1932,1901,PS,1463,NA,73,61,NA,31,19,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,16,5,1809,1800,1913,1901,PS,1463,NA,64,61,NA,12,9,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,17,6,1759,1800,1900,1901,PS,1463,NA,61,61,NA,-1,-1,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NO,NO
1987,10,19,1,1759,1800,1902,1901,PS,1463,NA,63,61,NA,1,-1,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,NO
1987,10,20,2,1827,1800,1946,1901,PS,1463,NA,79,61,NA,45,27,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,21,3,1805,1800,1903,1901,PS,1463,NA,58,61,NA,2,5,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,22,4,1805,1800,1912,1901,PS,1463,NA,67,61,NA,11,5,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,23,5,1909,1800,2026,1901,PS,1463,NA,77,61,NA,85,69,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,24,6,1801,1800,1906,1901,PS,1463,NA,65,61,NA,5,1,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
1987,10,25,7,1827,1800,1928,1901,PS,1463,NA,61,61,NA,27,27,BUR,OAK,325,NA,NA,0,NA,0,NA,NA,NA,NA,NA,YES,YES
